Grid	Japanese(Kanji)	Japanese(Kana)	Romanized Japanese	Latitude	Longitude	Classification
4329	上ノ根島	かみのねじま	Kaminone Jima	28°50'	129°00'	Island
5032	上関町	かみのせきちょう	Kaminoseki Cho	33°50'	132°07'	Municipality
4629	上ノ島	かみのしま	Kaminoshima	30°52'	129°28'	Island
5740	上山市	かみのやまし	Kaminoyama Shi	38°09'	140°16'	Municipality
5437	神岡	かみおか	Kamioka	36°20'	137°18'	Populated area
5439	上里町	かみさとまち	Kamisato Machi	36°15'	139°09'	Municipality
6443	上士幌町	かみしほろちょう	Kamishihoro Cho	43°14'	143°18'	Municipality
4830	上島	かみしま	Kamishima	32°28'	130°21'	Island
5340	神栖市	かみすし	Kamisu Shi	35°53'	140°40'	Municipality
6541	上砂川町	かみすながわちょう	Kamisunagawa Cho	43°29'	141°59'	Municipality
5035	上富田町	かみとんだちょう	Kamitonda Cho	33°42'	135°26'	Municipality
5129	上対馬	かみつしま	Kamitsushima	34°39'	129°28'	Populated area
5034	神山町	かみやまちょう	Kamiyama Cho	33°58'	134°21'	Municipality
3927	神山島	かみやまじま	Kamiyama Jima	26°16'	127°35'	Island
5438	上山田	かみやまだ	Kamiyamada	36°28'	138°09'	Populated area
5839	加茂	かも	Kamo	38°46'	139°44'	Populated area
5033	加茂川	かもがわ	Kamo Gawa	33°56'	133°09'	River
5639	加茂市	かもし	Kamo Shi	37°40'	139°02'	Municipality
5034	蒲生田岬	かもだみさき	Kamoda Misaki	33°50'	134°45'	Cape
6440	神恵内村	かもえないむら	Kamoenai Mura	43°09'	140°26'	Municipality
5240	鴨川市	かもがわし	Kamogawa Shi	35°07'	140°06'	Municipality
6240	鷗島	かもめじま	Kamome Jima	41°52'	140°07'	Island
6848	神威岳	かむいだけ	Kamui Dake	45°31'	148°48'	Mountain
6342	神威岳	かむいだけ	Kamui Dake	42°26'	142°54'	Mountain
6540	神威岬	かむいみさき	Kamui Misaki	43°20'	140°21'	Cape
6544	カムイヌプリ	カムイヌプリ	Kamui Nupuri	43°34'	144°33'	Mountain
6339	神威山	かむいやま	Kamui Yama	42°10'	139°27'	Mountain
6342	カムイエクウチカウシ山	カムイエクウチカウシやま	Kamuiekuuchikaushi Yama	42°38'	142°46'	Mountain
5438	冠着山（姨捨山）	かむりきやま（おばすてやま）	Kamuriki Yama (Obasute Yama)	36°28'	138°06'	Mountain
5840	神室山	かむろさん	Kamuro San	38°54'	140°30'	Mountain
4932	叶崎	かなえざき	Kanae Zaki	32°45'	132°48'	Cape
5339	神奈川県	かながわけん	Kanagawa Ken	35°27'	139°39'	Municipality
	金見海山	かなみかいざん	Kanami Kaizan	27°02'	132°46'	Undersea feature
4128	金見崎	かなみざき	Kanami Zaki	27°54'	128°58'	Cape
5135	河南町	かなんちょう	Kanan Cho	34°30'	135°38'	Municipality
5031	鹿嵐山	かならせやま	Kanarase Yama	33°26'	131°15'	Mountain
5436	金沢市	かなざわし	Kanazawa Shi	36°34'	136°39'	Municipality
6141	金津山	かなづやま	Kanazu Yama	41°06'	141°20'	Mountain
5030	苅田町	かんだまち	Kanda Machi	33°47'	130°59'	Municipality
5130	神田岬	かんだみさき	Kanda Misaki	34°17'	130°52'	Cape
5332	神戸川	かんどがわ	Kando Gawa	35°22'	132°40'	River
6841	金田ノ岬	かねだのみさき	Kanedanomisaki	45°28'	141°02'	Cape
5841	金ケ崎町	かねがさきちょう	Kanegasaki Cho	39°12'	141°07'	Municipality
4229	金川岳	かねがわだけ	Kanegawa Dake	28°13'	129°26'	Mountain
	寛永海山	かんえいかいざん	Kan-ei Kaizan	32°24'	138°54'	Undersea feature
	寛延海山	かんえんかいざん	Kan-en Kaizan	29°59'	138°35'	Undersea feature
5138	金州ノ瀬	かねすのせ	Kanesu-No-Se	34°19'	138°18'	Undersea feature
5840	金山町	かねやままち	Kaneyama Machi	38°53'	140°20'	Municipality
5639	金山町	かねやままち	Kaneyama Machi	37°27'	139°31'	Municipality
5030	鐘崎	かねざき	Kanezaki	33°53'	130°32'	Populated area
5337	可児市	かにし	Kani Shi	35°26'	137°04'	Municipality
5236	蟹江町	かにえちょう	Kanie Cho	35°08'	136°47'	Municipality
5135	上牧町	かんまきちょう	Kanmaki Cho	34°34'	135°43'	Municipality
5030	関門海峡	かんもんかいきょう	Kanmon Kaikyo	33°56'	130°56'	Sea Area
5335	冠島	かんむりじま	Kanmuri Jima	35°41'	135°25'	Island
5336	冠山	かんむりやま	Kanmuri Yama	35°47'	136°25'	Mountain
5132	冠山	かんむりやま	Kanmuri Yama	34°28'	132°05'	Mountain
5439	神流川	かんながわ	Kanna Gawa	36°17'	139°08'	River
5438	神流町	かんなまち	Kanna Machi	36°07'	138°55'	Municipality
3927	カンナ崎	カンナざき	Kanna Zaki	26°18'	127°55'	Cape
5238	函南町	かんなみちょう	Kannami Cho	35°05'	138°57'	Municipality
	神無月海山	かんなづきかいざん	Kannazuki Kaizan	21°54'	135°21'	Undersea feature
5239	観音崎	かんのんざき	Kannon Zaki	35°15'	139°45'	Cape
5232	神野瀬川	かんのせがわ	Kannose Gawa	34°49'	132°49'	River
5131	鹿野	かの	Kano	34°14'	131°49'	Populated area
5238	狩野川	かのがわ	Kano Gawa	35°05'	138°51'	River
5239	鹿野山	かのうざん	Kano Zan	35°15'	139°58'	Mountain
5129	香ノ木山	かのきやま	Kanoki Yama	34°36'	129°24'	Mountain
5133	観音寺市	かんおんじし	Kan-onji Shi	34°08'	133°40'	Municipality
4730	鹿屋市	かのやし	Kanoya Shi	31°23'	130°51'	Municipality
5939	寒風山	かんぷうざん	Kanpu Zan	39°56'	139°53'	Mountain
5438	甘楽町	かんらまち	Kanra Machi	36°15'	138°55'	Municipality
	還暦海山	かんれきかいざん	Kanreki Kaizan	24°29'	133°04'	Undersea feature
	咸臨平頂海山	かんりんへいちょうかいざん	Kanrin Heichokaizan	24°07'	150°00'	Undersea feature
	寛政海山	かんせいかいざん	Kansei Kaizan	29°07'	138°21'	Undersea feature
5439	関東平野	かんとうへいや	Kanto Heiya	36°04'	139°44'	Extensive natural feature
5338	関東山地	かんとうさんち	Kanto Sanchi	35°53'	138°48'	Extensive natural feature
5439	鹿沼市	かぬまし	Kanuma Shi	36°34'	139°45'	Municipality
4930	神埼市	かんざきし	Kanzaki Shi	33°19'	130°22'	Municipality
4730	韓国岳	からくにだけ	Karakuni Dake	31°56'	130°52'	Mountain
5537	唐松岳	からまつだけ	Karamatsu Dake	36°41'	137°45'	Mountain
5439	烏川	からすがわ	Karasu Gawa	36°16'	139°11'	River
5029	唐津市	からつし	Karatsu Shi	33°27'	129°58'	Municipality
6339	狩場山	かりばやま	Kariba Yama	42°37'	139°56'	Mountain
6442	狩勝峠	かりかちとうげ	Karikachi Toge	43°08'	142°46'	Pass
3725	狩俣	かりまた	Karimata	24°54'	125°16'	Populated area
5338	雁坂峠	かりさかとうげ	Karisaka Toge	35°54'	138°47'	Pass
5638	刈羽村	かりわむら	Kariwa Mura	37°25'	138°37'	Municipality
5237	刈谷市	かりやし	Kariya Shi	34°59'	137°00'	Municipality
5438	軽井沢町	かるいざわまち	Karuizawa Machi	36°21'	138°36'	Municipality
6041	軽米町	かるまいまち	Karumai Machi	40°20'	141°28'	Municipality
5031	笠戸島	かさどしま	Kasado Shima	33°57'	131°51'	Island
5437	笠ヶ岳	かさがたけ	Kasagatake	36°19'	137°33'	Mountain
5235	笠置町	かさぎちょう	Kasagi Cho	34°46'	135°56'	Municipality
5337	笠置山	かさぎやま	Kasagi Yama	35°31'	137°21'	Mountain
5234	加西市	かさいし	Kasai Shi	34°56'	134°51'	Municipality
5440	笠間市	かさまし	Kasama Shi	36°21'	140°18'	Municipality
5336	笠松町	かさまつちょう	Kasamatsu Cho	35°22'	136°46'	Municipality
5436	加佐ノ岬	かさのみさき	Kasano Misaki	36°21'	136°18'	Cape
5133	笠岡市	かさおかし	Kasaoka Shi	34°30'	133°30'	Municipality
	笠利海山	かさりかいざん	Kasari Kaizan	28°15'	133°19'	Undersea feature
4229	笠利崎	かさりざき	Kasari Zaki	28°32'	129°41'	Cape
5236	笠取山	かさとりやま	Kasatori Yama	34°44'	136°18'	Mountain
5032	笠取山	かさとりやま	Kasatori Yama	33°33'	132°55'	Mountain
4930	嘉瀬川	かせがわ	Kase Gawa	33°12'	130°15'	River
	火星堆	かせいたい	Kasei Tai	21°48'	136°35'	Undersea feature
5135	香芝市	かしばし	Kashiba Shi	34°32'	135°42'	Municipality
5135	橿原市	かしはらし	Kashihara Shi	34°31'	135°48'	Municipality
4930	嘉島町	かしままち	Kashima Machi	32°44'	130°45'	Municipality
5440	鹿島灘	かしまなだ	Kashima Nada	36°04'	140°48'	Sea Area
4930	鹿島市	かしまし	Kashima Shi	33°06'	130°06'	Municipality
5340	鹿嶋市	かしまし	Kashima Shi	35°58'	140°39'	Municipality
5437	鹿島槍ヶ岳	かしまやりがたけ	Kashima-yarigatake	36°38'	137°45'	Mountain
5035	樫野崎	かしのざき	Kashino Zaki	33°28'	135°52'	Cape
5339	柏市	かしわし	Kashiwa Shi	35°52'	139°59'	Municipality
5135	柏原市	かしわらし	Kashiwara Shi	34°35'	135°38'	Municipality
5638	柏崎市	かしわざきし	Kashiwazaki Shi	37°22'	138°34'	Municipality
5539	迦葉山	かしょうざん	Kasho Zan	36°46'	139°04'	Mountain
5030	春日市	かすがし	Kasuga Shi	33°32'	130°28'	Municipality
5236	春日井市	かすがいし	Kasugai Shi	35°15'	136°58'	Municipality
5339	春日部市	かすかべし	Kasukabe Shi	35°59'	139°45'	Municipality
5440	霞ヶ浦	かすみがうら	Kasumigaura	36°02'	140°24'	Lake
5440	かすみがうら市	かすみがうらし	Kasumigaura Shi	36°09'	140°14'	Municipality
5030	粕屋町	かすやまち	Kasuya Machi	33°37'	130°29'	Municipality
5135	加太	かた	Kata	34°16'	135°05'	Populated area
5940	潟上市	かたがみし	Katagami Shi	39°51'	140°01'	Municipality
4931	傾山	かたむきやま	Katamuki Yama	32°50'	131°29'	Mountain
5235	交野市	かたのし	Katano Shi	34°47'	135°41'	Municipality
5439	片品川	かたしながわ	Katashina Gawa	36°37'	139°03'	River
5539	片品村	かたしなむら	Katashina Mura	36°46'	139°14'	Municipality
5436	片山津	かたやまづ	Katayamazu	36°21'	136°22'	Populated area
5234	加東市	かとうし	Kato Shi	34°55'	134°58'	Municipality
	香取海山	かとりかいざん	Katori Kaizan	36°06'	143°00'	Undersea feature
5340	香取市	かとりし	Katori Shi	35°54'	140°30'	Municipality
5029	勝本	かつもと	Katsumoto	33°51'	129°42'	Populated area
5135	かつらぎ町	かつらぎちょう	Katsuragi Cho	34°18'	135°30'	Municipality
5135	葛城山	かつらぎさん	Katsuragi San	34°21'	135°26'	Mountain
5135		かつらぎし	Katsuragi Shi	34°29'	135°44'	Municipality
5640	葛尾村	かつらおむら	Katsurao Mura	37°30'	140°46'	Municipality
5339	葛飾区	かつしかく	Katsushika Ku	35°45'	139°51'	Municipality
5034	勝浦町	かつうらちょう	Katsuura Cho	33°56'	134°31'	Municipality
5134	勝浦川	かつうらがわ	Katsuura Gawa	34°02'	134°35'	River
	勝浦海盆	かつうらかいぼん	Katsuura Kaibon	34°21'	141°25'	Undersea feature
5240	勝浦海底谷	かつうらかいていこく	Katsuura Kaiteikoku	34°47'	140°47'	Undersea feature
5240	勝浦市	かつうらし	Katsuura Shi	35°09'	140°19'	Municipality
5436	勝山市	かつやまし	Katsuyama Shi	36°04'	136°30'	Municipality
5539	川場村	かわばむら	Kawaba Mura	36°42'	139°06'	Municipality
5337	川辺町	かわべちょう	Kawabe Cho	35°29'	137°04'	Municipality
4830	川辺川	かわべがわ	Kawabe Gawa	32°12'	130°48'	River
5536	河内岳	かわちだけ	Kawachi Dake	37°13'	136°49'	Mountain
5340	河内町	かわちまち	Kawachi Machi	35°53'	140°15'	Municipality
5135	河内長野市	かわちながのし	Kawachinagano Shi	34°27'	135°34'	Municipality
5236	川越町	かわごえちょう	Kawagoe Cho	35°01'	136°40'	Municipality
5339	川越市	かわごえし	Kawagoe Shi	35°56'	139°29'	Municipality
5338	河口湖	かわぐちこ	Kawaguchi Ko	35°31'	138°45'	Lake
5339	川口市	かわぐちし	Kawaguchi Shi	35°48'	139°43'	Municipality
5135	河合町	かわいちょう	Kawai Cho	34°35'	135°44'	Municipality
4931	河地	かわじ	Kawaji	32°49'	131°16'	Populated area
5439	川島町	かわじままち	Kawajima Machi	36°00'	139°29'	Municipality
5132	川尻	かわじり	Kawajiri	34°14'	132°42'	Populated area
5338	川上村	かわかみむら	Kawakami Mura	35°59'	138°35'	Municipality
5135	川上村	かわかみむら	Kawakami Mura	34°20'	135°57'	Municipality
5436	川北町	かわきたまち	Kawakita Machi	36°28'	136°33'	Municipality
5640	川俣町	かわまたまち	Kawamata Machi	37°40'	140°36'	Municipality
4831	川南町	かわみなみちょう	Kawaminami Cho	32°12'	131°32'	Municipality
5232	川本町	かわもとまち	Kawamoto Machi	35°00'	132°30'	Municipality
5238	川根本町	かわねほんちょう	Kawanehon Cho	35°03'	138°05'	Municipality
5135	川西町	かわにしちょう	Kawanishi Cho	34°35'	135°46'	Municipality
5740	川西町	かわにしまち	Kawanishi Machi	38°00'	140°03'	Municipality
5235	川西市	かわにしし	Kawanishi Shi	34°50'	135°25'	Municipality
5133	川之江	かわのえ	Kawanoe	34°01'	133°35'	Populated area
5030	香春町	かわらまち	Kawara Machi	33°40'	130°51'	Municipality
5740	川崎町	かわさきまち	Kawasaki Machi	38°11'	140°39'	Municipality
5030	川崎町	かわさきまち	Kawasaki Machi	33°36'	130°49'	Municipality
5339	川崎市	かわさきし	Kawasaki Shi	35°32'	139°42'	Municipality
5130	川尻岬	かわしりみさき	Kawashiri Misaki	34°27'	130°58'	Cape
4929	川棚町	かわたなちょう	Kawatana Cho	33°04'	129°52'	Municipality
5640	川内村	かわうちむら	Kawauchi Mura	37°20'	140°49'	Municipality
6544	川湯	かわゆ	Kawayu	43°38'	144°26'	Populated area
5238	河津町	かわづちょう	Kawazu Cho	34°45'	138°59'	Municipality
5338	茅ヶ岳	かやがたけ	Kayagatake	35°48'	138°31'	Mountain
	火曜海山	かようかいざん	Kayo Kaizan	29°03'	140°32'	Undersea feature
6241	風間浦村	かざまうらむら	Kazamaura Mura	41°29'	141°00'	Municipality
3741	火山（硫黄）列島	かざん（いおう）れっとう	Kazan (Io) Retto	24°53'	141°28'	Extensive natural feature
5439	加須市	かぞし	Kazo Shi	36°08'	139°36'	Municipality
	一明海山	かずあきかいざん	Kazuaki Kaizan	33°50'	143°49'	Undersea feature
6040	鹿角市	かづのし	Kazuno Shi	40°13'	140°47'	Municipality
	慶安海山	けいあんかいざん	Keian Kaizan	32°10'	138°47'	Undersea feature
	慶長海山	けいちょうかいざん	Keicho Kaizan	32°48'	138°38'	Undersea feature
5030	桂川町	けいせんまち	Keisen Machi	33°35'	130°41'	Municipality
5537	毛勝山	けかつやま	Kekatsu Yama	36°42'	137°35'	Mountain
5233	毛無山	けなしがせん	Kenashigasen	35°14'	133°31'	Mountain
6445	嶮暮帰島	けんぼっけとう	Kenbokke To	43°03'	145°06'	Island
6642	剣淵町	けんぶちちょう	Kenbuchi Cho	44°06'	142°22'	Municipality
	牽牛海山	けんぎゅうかいざん	Kengyu Kaizan	23°26'	136°30'	Undersea feature
	慶良間海嶺群	けらまかいれいぐん	Kerama Kaireigun	23°14'	126°12'	Undersea feature
	慶良間海底谷群	けらまかいていこくぐん	Kerama Kaiteikokugun	25°43'	127°05'	Undersea feature
3927	慶良間列島	けらまれっとう	Kerama Retto	26°07'	127°20'	Extensive natural feature
6545	ケラムイ崎	ケラムイさき	Keramui Saki	43°39'	145°32'	Cape
5439	袈裟丸山	けさまるやま	Kesamaru Yama	36°38'	139°20'	Mountain
5841	気仙川	けせんがわ	Kesen Gawa	39°00'	141°37'	River
5841	気仙沼市	けせんぬまし	Kesennuma Shi	38°54'	141°34'	Municipality
5237	気田川	けたがわ	Keta Gawa	34°56'	137°50'	River
5030	芥屋	けや	Keya	33°35'	130°07'	Populated area
5233	吉備高原	きびこうげん	Kibi Kogen	34°48'	133°15'	Extensive natural feature
5233	吉備中央町	きびちゅうおうちょう	Kibichuo Cho	34°52'	133°42'	Municipality
5541	木戸川	きどがわ	Kido Gawa	37°16'	141°01'	River
5036	紀宝町	きほうちょう	Kiho Cho	33°44'	136°01'	Municipality
5136	紀北町	きほくちょう	Kihoku Cho	34°13'	136°20'	Municipality
4932	鬼北町	きほくちょう	Kihoku Cho	33°15'	132°41'	Municipality
5035	紀伊半島	きいはんとう	Kii Hanto	33°57'	135°43'	Extensive natural feature
	紀伊海山	きいかいざん	Kii Kaizan	31°28'	135°00'	Undersea feature
5035	紀伊山地	きいさんち	Kii Sanchi	33°59'	135°46'	Extensive natural feature
5034	紀伊水道	きいすいどう	Kii Suido	33°52'	134°56'	Sea Area
5538	木島平村	きじまだいらむら	Kijimadaira Mura	36°52'	138°24'	Municipality
4831	木城町	きじょうちょう	Kijo Cho	32°10'	131°28'	Municipality
	喜寿海山	きじゅかいざん	Kiju Kaizan	24°43'	133°38'	Undersea feature
4630	鬼界カルデラ	きかいカルデラ	Kikai Carudera	30°44'	130°23'	Undersea feature
4229	喜界町	きかいちょう	Kikai Cho	28°19'	129°56'	Municipality
	喜界海盆	きかいかいぼん	Kikai Kaibon	29°19'	132°00'	Undersea feature
	喜界海山	きかいかいざん	Kikai Kaizan	28°32'	131°06'	Undersea feature
	喜界海山列	きかいかいざんれつ	Kikai Kaizan Retsu	28°38'	131°48'	Undersea feature
4229	喜界島	きかいしま	Kikai Shima	28°19'	129°58'	Island
6240	木古内町	きこないちょう	Kikonai Cho	41°41'	140°26'	Municipality
5138	菊川	きくがわ	Kiku Gawa	34°39'	138°04'	River
4930	菊池川	きくちがわ	Kikuchi Gawa	32°53'	130°32'	River
4930	菊池市	きくちし	Kikuchi Shi	32°59'	130°49'	Municipality
5238	菊川市	きくがわし	Kikugawa Shi	34°45'	138°05'	Municipality
4930	菊陽町	きくようまち	Kikuyo Machi	32°52'	130°50'	Municipality
	ききょう海山	ききょうかいざん	Kikyo Kaizan	28°00'	147°39'	Undersea feature
5135	紀見峠	きみとうげ	Kimi Toge	34°23'	135°36'	Pass
5135	紀美野町	きみのちょう	Kimino Cho	34°10'	135°18'	Municipality
5232	君田	きみた	Kimita	34°53'	132°51'	Populated area
5339	君津市	きみつし	Kimitsu Shi	35°20'	139°54'	Municipality
6440	喜茂別町	きもべつちょう	Kimobetsu Cho	42°48'	140°56'	Municipality
4730	肝付町	きもつきちょう	Kimotsuki Cho	31°21'	130°57'	Municipality
